feature_a,feature_b,association,absolute_association,method
CC_DRAWINGS_MEAN,CC_RECEIVABLE_MEAN,0.8689854194587705,0.8689854194587705,Spearman rho on observed values
CC_DPD_DEF_MONTH_COUNT,CC_DPD_MAX,0.8677580663839685,0.8677580663839685,Spearman rho on observed values
CC_BALANCE_SUM,CC_DRAWINGS_SUM,0.8668126921227395,0.8668126921227395,Spearman rho on observed values
LIVINGAPARTMENTS_MODE,LIVINGAREA_AVG,0.8658531852518486,0.8658531852518486,Spearman rho on observed values
PREV_PAYMENT_COUNT_MAX,PREV_PAYMENT_COUNT_MEAN,0.8641537406146391,0.8641537406146391,Spearman rho on observed values
POS_COMPLETED_MONTH_COUNT,POS_CONTRACT_COUNT,0.8639422705265067,0.8639422705265067,Spearman rho on observed values
INST_LATE_PAYMENT_COUNT,INST_SHORT_PAYMENT_COUNT,0.8636109768724339,0.8636109768724339,Spearman rho on observed values
INST_LATE_DAYS_SUM,INST_SHORT_PAYMENT_COUNT,0.8614042999929988,0.8614042999929988,Spearman rho on observed values
POS_CONTRACT_COUNT,POS_MONTH_COUNT,0.8603385281183427,0.8603385281183427,Spearman rho on observed values
LIVINGAPARTMENTS_MEDI,LIVINGAREA_MODE,0.8599918462396045,0.8599918462396045,Spearman rho on observed values
CC_UTILIZATION_MAX,CC_UTILIZATION_MEAN,0.8590216533040501,0.8590216533040501,Spearman rho on observed values
PREV_ANNUITY_MAX,PREV_CREDIT_SUM,0.8576061379472338,0.8576061379472338,Spearman rho on observed values
LIVINGAPARTMENTS_AVG,LIVINGAREA_MODE,0.8563894597184153,0.8563894597184153,Spearman rho on observed values
CC_BALANCE_MAX,CC_DRAWINGS_MEAN,0.8563034002642392,0.8563034002642392,Spearman rho on observed values
CC_DRAWINGS_MEAN,CC_RECEIVABLE_MAX,0.8510907405772113,0.8510907405772113,Spearman rho on observed values
LIVINGAPARTMENTS_MODE,TOTALAREA_MODE,0.850991527443206,0.850991527443206,Spearman rho on observed values
DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,0.8485865374273541,0.8485865374273541,Spearman rho on observed values
INST_LATE_PAYMENT_COUNT,INST_SHORTFALL_SUM,0.8485481480876197,0.8485481480876197,Spearman rho on observed values
ELEVATORS_AVG,FLOORSMAX_AVG,0.8477627393363026,0.8477627393363026,Spearman rho on observed values
BUREAU_DAYS_SINCE_CREDIT_MIN,BUREAU_RECENT_12M_COUNT,-0.846083976433508,0.846083976433508,Spearman rho on observed values
CC_BALANCE_SUM,CC_UTILIZATION_MEAN,0.846063129330859,0.846063129330859,Spearman rho on observed values
CC_DRAWINGS_MEAN,CC_DRAWING_COUNT_SUM,0.8458274614892877,0.8458274614892877,Spearman rho on observed values
ELEVATORS_MEDI,FLOORSMAX_MEDI,0.8447476328501206,0.8447476328501206,Spearman rho on observed values
ELEVATORS_MEDI,FLOORSMAX_AVG,0.8434554007949425,0.8434554007949425,Spearman rho on observed values
INST_LATE_DAYS_MEAN,INST_SHORT_PAYMENT_RATE,0.8428053888797333,0.8428053888797333,Spearman rho on observed values
POS_ACTIVE_MONTH_COUNT,POS_CONTRACT_COUNT,0.8410833778075434,0.8410833778075434,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MAX,PREV_PAYMENT_COUNT_MAX,0.8405649605366159,0.8405649605366159,Spearman rho on observed values
INST_CONTRACT_COUNT,POS_COMPLETED_MONTH_COUNT,0.8402915011512989,0.8402915011512989,Spearman rho on observed values
ELEVATORS_AVG,FLOORSMAX_MEDI,0.8402310156375308,0.8402310156375308,Spearman rho on observed values
INST_LATE_DAYS_SUM,INST_SHORTFALL_SUM,0.837629677908352,0.837629677908352,Spearman rho on observed values
PREV_ANNUITY_MEAN,PREV_CREDIT_MEAN,0.8371654278534555,0.8371654278534555,Spearman rho on observed values
INST_CONTRACT_COUNT,POS_MONTH_COUNT,0.8369627425408801,0.8369627425408801,Spearman rho on observed values
CC_BALANCE_SUM,CC_UTILIZATION_MAX,0.8341576455510316,0.8341576455510316,Spearman rho on observed values
INST_PAID_SUM,PREV_CREDIT_SUM,0.8338200899960124,0.8338200899960124,Spearman rho on observed values
INST_LATE_DAYS_SUM,INST_SHORT_PAYMENT_RATE,0.8324972682986181,0.8324972682986181,Spearman rho on observed values
ELEVATORS_MODE,FLOORSMAX_MODE,0.8324701329474423,0.8324701329474423,Spearman rho on observed values
BB_CLOSED_MONTHS,BB_MONTHS_OBSERVED,0.8317324837726342,0.8317324837726342,Spearman rho on observed values
CC_BALANCE_MEAN,CC_DRAWING_COUNT_SUM,0.8314765265201501,0.8314765265201501,Spearman rho on observed values
ELEVATORS_MODE,FLOORSMAX_MEDI,0.8314405712527546,0.8314405712527546,Spearman rho on observed values
INST_DUE_SUM,PREV_CREDIT_SUM,0.8310486681418683,0.8310486681418683,Spearman rho on observed values
CC_PAYMENT_TOTAL_SUM,CC_RECEIVABLE_MAX,0.831002855841874,0.831002855841874,Spearman rho on observed values
CC_BALANCE_MAX,CC_PAYMENT_TOTAL_SUM,0.8309681892172642,0.8309681892172642,Spearman rho on observed values
INST_PAYMENT_COUNT,POS_ACTIVE_MONTH_COUNT,0.8306278243084186,0.8306278243084186,Spearman rho on observed values
PREV_APPROVED_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.8306161912253321,0.8306161912253321,Spearman rho on observed values
PREV_APPLICATION_COUNT,PREV_APPROVED_COUNT,0.8306161912253321,0.8306161912253321,Spearman rho on observed values
PREV_ANNUITY_MEAN,PREV_APPLICATION_AMOUNT_MEAN,0.8298818845015783,0.8298818845015783,Spearman rho on observed values
ELEVATORS_MODE,FLOORSMAX_AVG,0.8297680474356957,0.8297680474356957,Spearman rho on observed values
INST_LATE_PAYMENT_RATE,INST_SHORT_PAYMENT_RATE,0.8291367126734155,0.8291367126734155,Spearman rho on observed values
CC_DRAWING_COUNT_SUM,CC_RECEIVABLE_MEAN,0.8286216404580187,0.8286216404580187,Spearman rho on observed values
AMT_ANNUITY,AMT_CREDIT,0.8282564060243621,0.8282564060243621,Spearman rho on observed values
INST_PAYMENT_COUNT,POS_MONTH_COUNT,0.8280877244658373,0.8280877244658373,Spearman rho on observed values
PREV_APPLICATION_AMOUNT_MEAN,PREV_CREDIT_MAX,0.8280620574532127,0.8280620574532127,Spearman rho on observed values
BUREAU_DAYS_SINCE_CREDIT_MAX,BUREAU_DAYS_SINCE_CREDIT_MEAN,0.8278952816785144,0.8278952816785144,Spearman rho on observed values
INST_LATE_DAYS_MAX,INST_SHORT_PAYMENT_COUNT,0.8275772969730155,0.8275772969730155,Spearman rho on observed values
AMT_ANNUITY,AMT_GOODS_PRICE,0.8259743756731565,0.8259743756731565,Spearman rho on observed values
INST_LATE_DAYS_MEAN,INST_SHORT_PAYMENT_COUNT,0.8243866093257495,0.8243866093257495,Spearman rho on observed values
ELEVATORS_MEDI,FLOORSMAX_MODE,0.8235640105904687,0.8235640105904687,Spearman rho on observed values
PREV_DAYS_SINCE_DECISION_MAX,PREV_DAYS_SINCE_DECISION_MEAN,0.8221349052570461,0.8221349052570461,Spearman rho on observed values
PREV_ANNUITY_MAX,PREV_CREDIT_MEAN,0.8208524937959966,0.8208524937959966,Spearman rho on observed values
INST_LATE_DAYS_SUM,INST_SHORTFALL_MEAN,0.8198280213462155,0.8198280213462155,Spearman rho on observed values
INST_CONTRACT_COUNT,POS_ACTIVE_MONTH_COUNT,0.8192603343234987,0.8192603343234987,Spearman rho on observed values
INST_LATE_DAYS_MEAN,INST_SHORTFALL_MEAN,0.8189278756353068,0.8189278756353068,Spearman rho on observed values
ELEVATORS_AVG,FLOORSMAX_MODE,0.8186721617686816,0.8186721617686816,Spearman rho on observed values
INST_LATE_PAYMENT_COUNT,INST_SHORTFALL_MEAN,0.8183849709873525,0.8183849709873525,Spearman rho on observed values
INST_LATE_PAYMENT_COUNT,INST_SHORT_PAYMENT_RATE,0.8181282846283072,0.8181282846283072,Spearman rho on observed values
BB_MONTHS_OBSERVED,BUREAU_CLOSED_COUNT,0.8180211861940978,0.8180211861940978,Spearman rho on observed values
POS_DPD_DEF_MONTH_COUNT,POS_DPD_MONTH_COUNT,0.8159841434202398,0.8159841434202398,Spearman rho on observed values
PREV_DAYS_SINCE_DECISION_MIN,PREV_RECENT_12M_COUNT,-0.8150146286806255,0.8150146286806255,Spearman rho on observed values
POS_DPD_DEF_MONTH_RATE,POS_DPD_MONTH_RATE,0.8142589465425878,0.8142589465425878,Spearman rho on observed values
CC_BALANCE_MAX,CC_DRAWING_COUNT_SUM,0.813545654477241,0.813545654477241,Spearman rho on observed values
CC_DRAWING_COUNT_SUM,CC_PAYMENT_TOTAL_SUM,0.8133611425215269,0.8133611425215269,Spearman rho on observed values
POS_DPD_DEF_MONTH_RATE,POS_DPD_MONTH_COUNT,0.8132713176813754,0.8132713176813754,Spearman rho on observed values
INST_LATE_PAYMENT_RATE,INST_SHORTFALL_MEAN,0.8125948950833605,0.8125948950833605,Spearman rho on observed values
POS_DPD_DEF_MEAN,POS_DPD_MONTH_RATE,0.8121389603570602,0.8121389603570602,Spearman rho on observed values
POS_DPD_DEF_MEAN,POS_DPD_MONTH_COUNT,0.8120789776003751,0.8120789776003751,Spearman rho on observed values
BB_MONTHS_OBSERVED,BUREAU_UNIQUE_CREDIT_COUNT,0.812002761899996,0.812002761899996,Spearman rho on observed values
BB_MONTHS_OBSERVED,BUREAU_CREDIT_COUNT,0.812002761899996,0.812002761899996,Spearman rho on observed values
POS_DPD_DEF_MONTH_COUNT,POS_DPD_MONTH_RATE,0.8119618086675299,0.8119618086675299,Spearman rho on observed values
CC_DRAWING_COUNT_SUM,CC_RECEIVABLE_MAX,0.8117102606771796,0.8117102606771796,Spearman rho on observed values
INST_LATE_DAYS_MAX,INST_SHORT_PAYMENT_RATE,0.8115169962791029,0.8115169962791029,Spearman rho on observed values
BB_DEFAULT_MONTHS,BB_SEVERE_DELINQUENT_MONTHS,0.8110553031773896,0.8110553031773896,Spearman rho on observed values
POS_DPD_DEF_MAX,POS_DPD_MONTH_COUNT,0.810854739630182,0.810854739630182,Spearman rho on observed values
BB_DEFAULT_MONTHS,BB_SEVERE_DELINQUENT_MONTH_RATE,0.8099165694769083,0.8099165694769083,Spearman rho on observed values
BUREAU_CREDIT_MEAN,BUREAU_CREDIT_SUM,0.8087617350094404,0.8087617350094404,Spearman rho on observed values
POS_DPD_DEF_MAX,POS_DPD_MONTH_RATE,0.8086063924582231,0.8086063924582231,Spearman rho on observed values
POS_MONTH_COUNT,PREV_APPROVED_COUNT,0.8076025827393116,0.8076025827393116,Spearman rho on observed values
INST_CONTRACT_COUNT,INST_PAYMENT_COUNT,0.8065351033847933,0.8065351033847933,Spearman rho on observed values
POS_COMPLETED_MONTH_COUNT,PREV_APPROVED_COUNT,0.806464994467801,0.806464994467801,Spearman rho on observed values
PREV_RECENT_12M_COUNT,PREV_RECENT_24M_COUNT,0.805458686036908,0.805458686036908,Spearman rho on observed values
INST_LATE_DAYS_MAX,INST_SHORTFALL_SUM,0.8046379256141388,0.8046379256141388,Spearman rho on observed values
BUREAU_DEBT_SUM,BUREAU_DEBT_TO_CREDIT,0.8042517851204964,0.8042517851204964,Spearman rho on observed values
PREV_CREDIT_MEAN,PREV_CREDIT_SUM,0.8039814625207669,0.8039814625207669,Spearman rho on observed values
BUREAU_DEBT_MAX,BUREAU_DEBT_TO_CREDIT,0.8030575654645538,0.8030575654645538,Spearman rho on observed values
INST_LATE_PAYMENT_COUNT,INST_SHORTFALL_MAX,0.8020289797180552,0.8020289797180552,Spearman rho on observed values
INST_LATE_DAYS_MEAN,INST_SHORTFALL_SUM,0.8017840797079899,0.8017840797079899,Spearman rho on observed values
CC_BALANCE_MAX,CC_UTILIZATION_MEAN,0.8012950659498635,0.8012950659498635,Spearman rho on observed values
INST_LATE_PAYMENT_RATE,INST_SHORT_PAYMENT_COUNT,0.8008440934414143,0.8008440934414143,Spearman rho on observed values
CC_RECEIVABLE_MAX,CC_UTILIZATION_MEAN,0.7994620092607757,0.7994620092607757,Spearman rho on observed values
PREV_APPLICATION_COUNT,PREV_CREDIT_SUM,0.7983379060018075,0.7983379060018075,Spearman rho on observed values
PREV_CREDIT_SUM,PREV_UNIQUE_APPLICATION_COUNT,0.7983379060018075,0.7983379060018075,Spearman rho on observed values
POS_DPD_DEF_MEAN,POS_DPD_MEAN,0.7978878329404081,0.7978878329404081,Spearman rho on observed values
POS_DPD_DEF_MAX,POS_DPD_SUM,0.7971870744252482,0.7971870744252482,Spearman rho on observed values
POS_DPD_DEF_MEAN,POS_DPD_SUM,0.7968570692302195,0.7968570692302195,Spearman rho on observed values
POS_DPD_DEF_MAX,POS_DPD_MEAN,0.7966401500670627,0.7966401500670627,Spearman rho on observed values
INST_DUE_SUM,INST_PAYMENT_COUNT,0.7960127587983693,0.7960127587983693,Spearman rho on observed values
POS_DPD_DEF_MONTH_RATE,POS_DPD_MEAN,0.795984098496707,0.795984098496707,Spearman rho on observed values
INST_LATE_DAYS_MAX,INST_SHORTFALL_MEAN,0.7957715643061716,0.7957715643061716,Spearman rho on observed values
INST_PAID_SUM,PREV_CREDIT_MAX,0.7957521325520219,0.7957521325520219,Spearman rho on observed values
POS_DPD_DEF_MONTH_COUNT,POS_DPD_SUM,0.7957209399168841,0.7957209399168841,Spearman rho on observed values
INST_LATE_DAYS_SUM,INST_SHORTFALL_MAX,0.7956129610554976,0.7956129610554976,Spearman rho on observed values
POS_DPD_DEF_MAX,POS_DPD_MAX,0.7951252253079426,0.7951252253079426,Spearman rho on observed values
INST_RECENT_12M_LATE_COUNT,INST_RECENT_24M_LATE_COUNT,0.7947406192841244,0.7947406192841244,Spearman rho on observed values
POS_DPD_DEF_MONTH_COUNT,POS_DPD_MEAN,0.7946925236844475,0.7946925236844475,Spearman rho on observed values
POS_DPD_DEF_MONTH_RATE,POS_DPD_SUM,0.7942013920824398,0.7942013920824398,Spearman rho on observed values
PREV_ANNUITY_MAX,PREV_APPLICATION_AMOUNT_MEAN,0.7941807811621056,0.7941807811621056,Spearman rho on observed values
POS_DPD_DEF_MEAN,POS_DPD_MAX,0.793783575409591,0.793783575409591,Spearman rho on observed values
INST_CONTRACT_COUNT,PREV_APPLICATION_COUNT,0.7922111238631345,0.7922111238631345,Spearman rho on observed values
INST_CONTRACT_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.7922111238631345,0.7922111238631345,Spearman rho on observed values
CC_BALANCE_SUM,CC_DRAWING_COUNT_SUM,0.7921942382729465,0.7921942382729465,Spearman rho on observed values
EXT_SOURCE_MAX,EXT_SOURCE_MEAN,0.7920861354069185,0.7920861354069185,Spearman rho on observed values
POS_ACTIVE_MONTH_COUNT,PREV_APPROVED_COUNT,0.7908984488778875,0.7908984488778875,Spearman rho on observed values
POS_DPD_DEF_MONTH_COUNT,POS_DPD_MAX,0.7908275724459096,0.7908275724459096,Spearman rho on observed values
POS_DPD_DEF_MONTH_RATE,POS_DPD_MAX,0.7900101923966758,0.7900101923966758,Spearman rho on observed values
INST_DUE_SUM,PREV_CREDIT_MAX,0.7897975924489395,0.7897975924489395,Spearman rho on observed values
ANNUITY_TO_INCOME,CREDIT_TO_INCOME,0.7884402269834322,0.7884402269834322,Spearman rho on observed values
INST_LATE_PAYMENT_RATE,INST_SHORTFALL_SUM,0.7882107759861765,0.7882107759861765,Spearman rho on observed values
INST_DAYS_SINCE_DUE_MIN,POS_LATEST_MONTH,-0.7868033641069262,0.7868033641069262,Spearman rho on observed values
INST_DUE_MEAN,PREV_ANNUITY_MEAN,0.7845534940584723,0.7845534940584723,Spearman rho on observed values
PREV_ANNUITY_MEAN,PREV_APPLICATION_AMOUNT_MAX,0.7845352851736399,0.7845352851736399,Spearman rho on observed values
INST_PAYMENT_RATIO,INST_SHORT_PAYMENT_RATE,-0.7827912313721199,0.7827912313721199,Spearman rho on observed values
PREV_CASH_LOAN_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.7812985609962368,0.7812985609962368,Spearman rho on observed values
PREV_APPLICATION_COUNT,PREV_CASH_LOAN_COUNT,0.7812985609962368,0.7812985609962368,Spearman rho on observed values
INST_PAID_SUM,INST_PAYMENT_COUNT,0.7811413630052294,0.7811413630052294,Spearman rho on observed values
FLOORSMAX_AVG,LIVINGAREA_AVG,0.7769724242845089,0.7769724242845089,Spearman rho on observed values
PREV_ANNUITY_MEAN,PREV_CREDIT_MAX,0.775512458727242,0.775512458727242,Spearman rho on observed values
FLOORSMAX_MEDI,LIVINGAREA_AVG,0.7753607756281178,0.7753607756281178,Spearman rho on observed values
INST_LATE_DAYS_MAX,INST_SHORTFALL_MAX,0.7750148762126572,0.7750148762126572,Spearman rho on observed values
CC_DRAWING_COUNT_SUM,CC_UTILIZATION_MEAN,0.7749250320638307,0.7749250320638307,Spearman rho on observed values
INST_PAID_SUM,PREV_APPLICATION_AMOUNT_MAX,0.7737725631546215,0.7737725631546215,Spearman rho on observed values
FLOORSMAX_AVG,TOTALAREA_MODE,0.7736739703375973,0.7736739703375973,Spearman rho on observed values
FLOORSMAX_MEDI,LIVINGAREA_MEDI,0.7735242571117404,0.7735242571117404,Spearman rho on observed values
FLOORSMAX_MEDI,TOTALAREA_MODE,0.7726119865694104,0.7726119865694104,Spearman rho on observed values
FLOORSMAX_MODE,TOTALAREA_MODE,0.7723584041187734,0.7723584041187734,Spearman rho on observed values
FLOORSMAX_AVG,LIVINGAREA_MEDI,0.7722227141146951,0.7722227141146951,Spearman rho on observed values
CC_BALANCE_MEAN,CC_UTILIZATION_MAX,0.7717823013487349,0.7717823013487349,Spearman rho on observed values
CC_BALANCE_MEAN,CC_PAYMENT_TOTAL_SUM,0.7709872163827142,0.7709872163827142,Spearman rho on observed values
INST_PAID_MEAN,PREV_ANNUITY_MEAN,0.7709254622037296,0.7709254622037296,Spearman rho on observed values
CC_RECEIVABLE_MEAN,CC_UTILIZATION_MAX,0.7697446982060091,0.7697446982060091,Spearman rho on observed values
FLOORSMAX_MODE,LIVINGAREA_AVG,0.7691462684395685,0.7691462684395685,Spearman rho on observed values
PREV_CREDIT_SUM,PREV_PAYMENT_COUNT_MAX,0.7689770940085937,0.7689770940085937,Spearman rho on observed values
FLOORSMAX_MODE,LIVINGAREA_MEDI,0.7685714587729366,0.7685714587729366,Spearman rho on observed values
CC_PAYMENT_TOTAL_SUM,CC_RECEIVABLE_MEAN,0.7684960913801623,0.7684960913801623,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MEAN,PREV_PAYMENT_COUNT_MEAN,0.7682337222174249,0.7682337222174249,Spearman rho on observed values
INST_PAYMENT_RATIO,INST_SHORTFALL_MEAN,-0.768193025403057,0.768193025403057,Spearman rho on observed values
INST_DUE_SUM,PREV_APPLICATION_AMOUNT_MAX,0.7672168697912267,0.7672168697912267,Spearman rho on observed values
PREV_CREDIT_MAX,PREV_PAYMENT_COUNT_MAX,0.766410242105202,0.766410242105202,Spearman rho on observed values
INST_LATE_DAYS_MEAN,INST_SHORTFALL_MAX,0.7652696434325557,0.7652696434325557,Spearman rho on observed values
CC_ACTIVE_MONTH_COUNT,INST_UNIQUE_NUMBER_COUNT,0.7649395356135723,0.7649395356135723,Spearman rho on observed values
CC_DRAWINGS_MEAN,CC_UTILIZATION_MEAN,0.7622717654492982,0.7622717654492982,Spearman rho on observed values
POS_CONTRACT_COUNT,PREV_APPLICATION_COUNT,0.7615628142182203,0.7615628142182203,Spearman rho on observed values
POS_CONTRACT_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.7615628142182203,0.7615628142182203,Spearman rho on observed values
CC_MONTH_COUNT,INST_UNIQUE_NUMBER_COUNT,0.7601281022890839,0.7601281022890839,Spearman rho on observed values
PREV_CASH_LOAN_COUNT,PREV_CREDIT_SUM,0.7592984359834741,0.7592984359834741,Spearman rho on observed values
INST_PAID_SUM,PREV_ANNUITY_MAX,0.7578877775023894,0.7578877775023894,Spearman rho on observed values
POS_OLDEST_MONTH,PREV_DAYS_SINCE_DECISION_MEAN,-0.757326020363396,0.757326020363396,Spearman rho on observed values
PREV_APPLICATION_AMOUNT_MAX,PREV_PAYMENT_COUNT_MAX,0.7570178946594154,0.7570178946594154,Spearman rho on observed values
FLOORSMAX_MODE,LIVINGAREA_MODE,0.7556146129206943,0.7556146129206943,Spearman rho on observed values
INST_DAYS_SINCE_DUE_MAX,PREV_DAYS_SINCE_DECISION_MEAN,0.7537092777601355,0.7537092777601355,Spearman rho on observed values
INST_DUE_SUM,PREV_ANNUITY_MAX,0.7534164848730862,0.7534164848730862,Spearman rho on observed values
AMT_CREDIT,CREDIT_TO_INCOME,0.7529661938846206,0.7529661938846206,Spearman rho on observed values
POS_FUTURE_INSTALLMENTS_MEAN,PREV_PAYMENT_COUNT_MEAN,0.7523436962364624,0.7523436962364624,Spearman rho on observed values
CC_PAYMENT_TOTAL_SUM,INST_UNIQUE_NUMBER_COUNT,0.7513699739648737,0.7513699739648737,Spearman rho on observed values
CC_OLDEST_MONTH,INST_UNIQUE_NUMBER_COUNT,-0.7512908652067694,0.7512908652067694,Spearman rho on observed values
APARTMENTS_AVG,FLOORSMAX_AVG,0.7512835792400518,0.7512835792400518,Spearman rho on observed values
CC_DRAWINGS_SUM,CC_UTILIZATION_MEAN,0.750749731843515,0.750749731843515,Spearman rho on observed values
APARTMENTS_AVG,FLOORSMAX_MEDI,0.7492385210438739,0.7492385210438739,Spearman rho on observed values
INST_LATE_PAYMENT_RATE,INST_SHORTFALL_MAX,0.7492160909088347,0.7492160909088347,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MEAN,PREV_PAYMENT_COUNT_MAX,0.7490547866338829,0.7490547866338829,Spearman rho on observed values
INST_PAYMENT_COUNT,PREV_APPROVED_COUNT,0.7484243338077983,0.7484243338077983,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MAX,PREV_PAYMENT_COUNT_MEAN,0.7478391850372251,0.7478391850372251,Spearman rho on observed values
CC_PAYMENT_TOTAL_SUM,CC_UTILIZATION_MAX,0.7475252825253499,0.7475252825253499,Spearman rho on observed values
APARTMENTS_MEDI,FLOORSMAX_MEDI,0.7469552326838207,0.7469552326838207,Spearman rho on observed values
APARTMENTS_MEDI,FLOORSMAX_AVG,0.7460698756307172,0.7460698756307172,Spearman rho on observed values
INST_PAYMENT_RATIO,INST_SHORT_PAYMENT_COUNT,-0.7454085246111081,0.7454085246111081,Spearman rho on observed values
APARTMENTS_AVG,FLOORSMAX_MODE,0.745356308893514,0.745356308893514,Spearman rho on observed values
POS_COMPLETED_MONTH_COUNT,POS_MONTH_COUNT,0.7451344893129908,0.7451344893129908,Spearman rho on observed values
EXT_SOURCE_1,EXT_SOURCE_MEAN,0.744456621921906,0.744456621921906,Spearman rho on observed values
APARTMENTS_MEDI,FLOORSMAX_MODE,0.7440034334102921,0.7440034334102921,Spearman rho on observed values
PREV_APPLICATION_AMOUNT_MEAN,PREV_CREDIT_SUM,0.7437547086418553,0.7437547086418553,Spearman rho on observed values
CC_BALANCE_SUM,INST_UNIQUE_NUMBER_COUNT,0.7434303386613481,0.7434303386613481,Spearman rho on observed values
CC_BALANCE_MAX,CC_UTILIZATION_MAX,0.7431041748195397,0.7431041748195397,Spearman rho on observed values
PREV_RECENT_24M_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.7422614764716472,0.7422614764716472,Spearman rho on observed values
PREV_APPLICATION_COUNT,PREV_RECENT_24M_COUNT,0.7422614764716472,0.7422614764716472,Spearman rho on observed values
POS_FUTURE_INSTALLMENTS_MEAN,PREV_PAYMENT_COUNT_MAX,0.7420407875288922,0.7420407875288922,Spearman rho on observed values
CC_RECEIVABLE_MAX,CC_UTILIZATION_MAX,0.7414686905464155,0.7414686905464155,Spearman rho on observed values
FLOORSMAX_MEDI,LIVINGAREA_MODE,0.7408859581334516,0.7408859581334516,Spearman rho on observed values
FLOORSMAX_AVG,LIVINGAREA_MODE,0.7380029890691501,0.7380029890691501,Spearman rho on observed values
PREV_CANCELED_COUNT,PREV_RECENT_12M_COUNT,0.7373478024325376,0.7373478024325376,Spearman rho on observed values
INST_CONTRACT_COUNT,INST_DUE_SUM,0.736432407676714,0.736432407676714,Spearman rho on observed values
INST_PAYMENT_RATIO,INST_SHORTFALL_SUM,-0.7361774415296014,0.7361774415296014,Spearman rho on observed values
AMT_GOODS_PRICE,CREDIT_TO_INCOME,0.7351331682899038,0.7351331682899038,Spearman rho on observed values
BUREAU_RECENT_12M_COUNT,BUREAU_RECENT_24M_COUNT,0.7350663329927236,0.7350663329927236,Spearman rho on observed values
APARTMENTS_MODE,FLOORSMAX_MODE,0.7337682793120854,0.7337682793120854,Spearman rho on observed values
PREV_CANCELED_COUNT,PREV_RECENT_24M_COUNT,0.7328250470509905,0.7328250470509905,Spearman rho on observed values
INST_CONTRACT_COUNT,INST_PAID_SUM,0.7323179286663631,0.7323179286663631,Spearman rho on observed values
CC_DRAWING_COUNT_SUM,CC_UTILIZATION_MAX,0.7319056067055887,0.7319056067055887,Spearman rho on observed values
PREV_DAYS_SINCE_DECISION_MIN,PREV_RECENT_24M_COUNT,-0.7281351767555762,0.7281351767555762,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MEAN,PREV_ANNUITY_TO_CREDIT_MEAN,-0.7254710412839975,0.7254710412839975,Spearman rho on observed values
BB_MONTHS_OBSERVED,BUREAU_DAYS_SINCE_CREDIT_MAX,0.7252623394979062,0.7252623394979062,Spearman rho on observed values
INST_DUE_SUM,POS_MONTH_COUNT,0.7247470088060088,0.7247470088060088,Spearman rho on observed values
ELEVATORS_AVG,LIVINGAREA_AVG,0.7230409588871992,0.7230409588871992,Spearman rho on observed values
EXT_SOURCE_2,EXT_SOURCE_MEAN,0.7221303638044825,0.7221303638044825,Spearman rho on observed values
INST_DUE_SUM,POS_ACTIVE_MONTH_COUNT,0.7206177422154667,0.7206177422154667,Spearman rho on observed values
CC_ACTIVE_MONTH_COUNT,INST_PAYMENT_COUNT,0.7200326398009818,0.7200326398009818,Spearman rho on observed values
CC_MONTH_COUNT,INST_PAYMENT_COUNT,0.7187543413976524,0.7187543413976524,Spearman rho on observed values
INST_PAYMENT_COUNT,POS_CONTRACT_COUNT,0.7185507393095478,0.7185507393095478,Spearman rho on observed values
CC_DRAWINGS_MEAN,CC_PAYMENT_TOTAL_SUM,0.7183280877003958,0.7183280877003958,Spearman rho on observed values
ELEVATORS_MEDI,LIVINGAREA_AVG,0.7179156718035603,0.7179156718035603,Spearman rho on observed values
APARTMENTS_MODE,FLOORSMAX_MEDI,0.7167978156917502,0.7167978156917502,Spearman rho on observed values
FLOORSMAX_AVG,LIVINGAPARTMENTS_AVG,0.7166857626443038,0.7166857626443038,Spearman rho on observed values
ELEVATORS_MEDI,LIVINGAREA_MEDI,0.715702044605411,0.715702044605411,Spearman rho on observed values
ELEVATORS_AVG,TOTALAREA_MODE,0.7151832541718378,0.7151832541718378,Spearman rho on observed values
CC_DRAWINGS_SUM,CC_UTILIZATION_MAX,0.7147945011508237,0.7147945011508237,Spearman rho on observed values
ELEVATORS_AVG,LIVINGAREA_MEDI,0.7141966995618865,0.7141966995618865,Spearman rho on observed values
APARTMENTS_MODE,FLOORSMAX_AVG,0.7141074504269205,0.7141074504269205,Spearman rho on observed values
FLOORSMAX_MEDI,LIVINGAPARTMENTS_AVG,0.7132805772010724,0.7132805772010724,Spearman rho on observed values
INST_DUE_MEAN,PREV_ANNUITY_MAX,0.7131649690219755,0.7131649690219755,Spearman rho on observed values
BB_CLOSED_MONTHS,BUREAU_CLOSED_COUNT,0.7123875798066204,0.7123875798066204,Spearman rho on observed values
INST_PAID_SUM,POS_MONTH_COUNT,0.7122570700934403,0.7122570700934403,Spearman rho on observed values
